 INFO | 2021-03-03 15:25:51,722 | Common.java | 76 | Startup activites...
 INFO | 2021-03-03 15:25:51,728 | Common.java | 76 | Test Output Directory creation successful :D:\Quarks_NEW\iSafe_3_0_Maven_Main_Quarks_Solution\iSafe_3_0_Maven_Main_Quarks_Solution/TestResults/2021_03_03_03_25_51_PM
 INFO | 2021-03-03 15:25:51,728 | Common.java | 76 | Log File creation successful : LogFile.log
 INFO | 2021-03-03 15:25:52,411 | Common.java | 76 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2021-03-03 15:25:52,836 | Common.java | 76 | Getting value of AppURL from Test Configuration file : https://conciergeapp-test-76ff6.firebaseapp.com/auth/signin
 INFO | 2021-03-03 15:25:52,837 | Common.java | 76 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/main/resources/data/TestCaseSettings.xls
 INFO | 2021-03-03 15:25:52,994 | Common.java | 76 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2021-03-03 15:25:52,994 | Common.java | 76 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2021-03-03 15:25:52,995 | Common.java | 76 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2021-03-03 15:25:53,217 | Common.java | 76 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2021-03-03 15:25:53,229 | Common.java | 76 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2021-03-03 15:25:53,948 | Common.java | 76 | Waiting for 10 seconds...
 INFO | 2021-03-03 15:26:03,958 | Common.java | 76 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2021-03-03 15:26:03,959 | Common.java | 76 | Getting value of TextLoadWaitTime from Test Configuration file : 45
 INFO | 2021-03-03 15:26:03,961 | Common.java | 76 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2021-03-03 15:26:03,963 | Common.java | 76 | Getting value of ImplicitlyWaitTime from Test Configuration file : 45
 INFO | 2021-03-03 15:26:03,969 | Common.java | 76 | Element time out set
 INFO | 2021-03-03 15:26:03,979 | Common.java | 76 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2021-03-03 15:26:03,980 | Common.java | 76 | Opening Tenant Browser...
 INFO | 2021-03-03 15:26:03,982 | Common.java | 76 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2021-03-03 15:26:03,983 | Common.java | 76 | Getting value of DeviceName from Test Configuration file : Android
 INFO | 2021-03-03 15:26:03,986 | Common.java | 76 | Getting value of AppPackage from Test Configuration file : com.quarksolution.test.conciergeapp
 INFO | 2021-03-03 15:26:03,988 | Common.java | 76 | Getting value of AppActivity from Test Configuration file : com.example.conciergeapp.MainActivity
 INFO | 2021-03-03 15:26:18,988 | Common.java | 76 | Application: Open Successful : tenant
 INFO | 2021-03-03 15:26:18,990 | Common.java | 76 | Getting value of AppType from Test Configuration file : Native
 INFO | 2021-03-03 15:26:18,991 | Common.java | 76 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2021-03-03 15:26:18,991 | Common.java | 76 | Opening Admin Browser...
 INFO | 2021-03-03 15:26:18,992 | Common.java | 76 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2021-03-03 15:26:19,032 | Common.java | 76 | Getting value of Download directory from Test Configuration file : 
 INFO | 2021-03-03 15:26:23,860 | Common.java | 76 | Browser: Open Successful : admin
 INFO | 2021-03-03 15:26:23,861 | Common.java | 76 | Getting value of AppType from Test Configuration file : Native
 INFO | 2021-03-03 15:26:23,886 | Common.java | 76 | Getting value of indium_logo_path from Test Configuration file : Indium-Software-Logo.jpg
 INFO | 2021-03-03 15:26:23,886 | Common.java | 76 | Getting value of client_logo_path from Test Configuration file : client_logo.jpg
 INFO | 2021-03-03 15:26:23,887 | Common.java | 76 | Getting value of indium_logo_path from Test Configuration file : Indium-Software-Logo.jpg
 INFO | 2021-03-03 15:26:23,888 | Common.java | 76 | Getting value of client_logo_path from Test Configuration file : client_logo.jpg
 INFO | 2021-03-03 15:26:23,953 | Common.java | 76 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2021-03-03 15:26:23,955 | Common.java | 76 | Getting value of TextLoadWaitTime from Test Configuration file : 45
 INFO | 2021-03-03 15:26:23,978 | Common.java | 76 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2021-03-03 15:26:23,981 | Common.java | 76 | Getting value of ImplicitlyWaitTime from Test Configuration file : 45
 INFO | 2021-03-03 15:26:23,983 | Common.java | 76 | Element time out set
 INFO | 2021-03-03 15:26:23,986 | Common.java | 76 | ############# Start of Test Case[TC_tenantLogin] : Verify the tenant is able to login to the application only with valid credentials #############
 INFO | 2021-03-03 15:26:24,095 | Common.java | 76 | XML file is opened
 INFO | 2021-03-03 15:26:24,099 | Common.java | 76 | Test Case tag is created
 INFO | 2021-03-03 15:26:24,103 | Common.java | 76 | XML file is saved and closed
 INFO | 2021-03-03 15:26:24,104 | Common.java | 76 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2021-03-03 15:26:24,797 | Common.java | 76 | ################################DataSet: 1################################
 INFO | 2021-03-03 15:26:24,852 | Common.java | 76 | XML file is opened
 INFO | 2021-03-03 15:26:24,855 | Common.java | 76 | Test step is created
 INFO | 2021-03-03 15:26:24,969 | Common.java | 76 | XML file is saved and closed
 INFO | 2021-03-03 15:26:28,386 | Common.java | 76 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2021-03-03 15:26:28,722 | Common.java | 76 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2021-03-03 15:26:28,967 | Common.java | 76 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2021-03-03 15:26:29,270 | Common.java | 76 | Switched to 'Tenant' Application
 INFO | 2021-03-03 15:26:29,289 | Common.java | 76 | XML file is opened
 INFO | 2021-03-03 15:26:29,289 | Common.java | 76 | Test step is created
 INFO | 2021-03-03 15:26:29,292 | Common.java | 76 | XML file is saved and closed
 INFO | 2021-03-03 15:26:29,367 | Common.java | 76 | Parsing Locator: Email#xpath=//android.widget.EditText[1]
 INFO | 2021-03-03 15:26:29,368 | Common.java | 76 | Android-Web - Locator Description : Email
 INFO | 2021-03-03 15:26:29,369 | Common.java | 76 | Android-Web - Identify Type: xpath
 INFO | 2021-03-03 15:26:29,369 | Common.java | 76 | Android-Web - Locator: //android.widget.EditText[1]
 INFO | 2021-03-03 15:26:30,005 | Common.java | 76 | NoSuchElementException occured. Retrying..............
 INFO | 2021-03-03 15:26:31,012 | Common.java | 76 | Parsing Locator: Email#xpath=//android.widget.EditText[1]
 INFO | 2021-03-03 15:26:31,012 | Common.java | 76 | Android-Web - Locator Description : Email
 INFO | 2021-03-03 15:26:31,012 | Common.java | 76 | Android-Web - Identify Type: xpath
 INFO | 2021-03-03 15:26:31,013 | Common.java | 76 | Android-Web - Locator: //android.widget.EditText[1]
 INFO | 2021-03-03 15:26:31,354 | Common.java | 76 | NoSuchElementException occured. Retrying..............
 INFO | 2021-03-03 15:26:32,363 | Common.java | 76 | Parsing Locator: Email#xpath=//android.widget.EditText[1]
 INFO | 2021-03-03 15:26:32,363 | Common.java | 76 | Android-Web - Locator Description : Email
 INFO | 2021-03-03 15:26:32,363 | Common.java | 76 | Android-Web - Identify Type: xpath
 INFO | 2021-03-03 15:26:32,364 | Common.java | 76 | Android-Web - Locator: //android.widget.EditText[1]
 INFO | 2021-03-03 15:26:32,634 | Common.java | 76 | NoSuchElementException occured. Retrying..............
 INFO | 2021-03-03 15:26:33,641 | Common.java | 76 | Parsing Locator: Email#xpath=//android.widget.EditText[1]
 INFO | 2021-03-03 15:26:33,641 | Common.java | 76 | Android-Web - Locator Description : Email
 INFO | 2021-03-03 15:26:33,643 | Common.java | 76 | Android-Web - Identify Type: xpath
 INFO | 2021-03-03 15:26:33,644 | Common.java | 76 | Android-Web - Locator: //android.widget.EditText[1]
 INFO | 2021-03-03 15:27:02,331 | Common.java | 76 | Type 'testingpurpose12122@gmail.com' in: Email
 INFO | 2021-03-03 15:27:02,336 | Common.java | 76 | XML file is opened
